regime,arm,seed,test_level,class,support,precision,recall,f1,average_precision,tp,fp,fn,tn
clean,fusion,0,1.0,Inland waters,379,0.7768595041322314,0.49604221635883905,0.605475040257649,0.7195797014930241,188,54,191,1718
clean,fusion,0,1.0,"Land principally occupied by agriculture, with significant areas of natural vegetation",996,0.9,0.02710843373493976,0.05263157894736842,0.7049327682171342,27,3,969,1152
clean,fusion,0,1.0,Marine waters,116,0.7388535031847133,1.0,0.8498168498168498,0.9999999999999997,116,41,0,1994
clean,fusion,0,1.0,Mixed forest,1214,0.6952908587257618,0.8270181219110379,0.7554552294958615,0.7744983164090244,1004,440,210,497
clean,fusion,0,1.0,Pastures,916,0.0,0.0,0.0,0.6200506695005993,0,0,916,1235
clean,fusion,0,1.0,"Transitional woodland, shrub",885,0.8,0.013559322033898305,0.02666666666666667,0.5436049362850401,12,3,873,1263
clean,fusion,0,1.0,Urban fabric,265,0.2809917355371901,0.6415094339622641,0.39080459770114945,0.468321637412422,170,435,95,1451
clean,fusion_shuf,0,0.0,Arable land,883,0.7121364092276831,0.8040770101925255,0.7553191489361702,0.8381796495968559,710,287,173,981
clean,fusion_shuf,0,0.0,Broad-leaved forest,511,0.49606299212598426,0.3698630136986301,0.42376681614349776,0.4774433837634061,189,192,322,1448
clean,fusion_shuf,0,0.0,Complex cultivation patterns,1172,0.7383638928067701,0.893344709897611,0.8084942084942085,0.8576858202952278,1047,371,125,608
clean,fusion_shuf,0,0.0,Coniferous forest,1193,0.8564981949458483,0.7954735959765298,0.8248587570621468,0.9285208483198001,949,159,244,799
clean,fusion_shuf,0,0.0,Inland waters,379,0.9378238341968912,0.47757255936675463,0.6328671328671329,0.8135724044217172,181,12,198,1760
clean,fusion_shuf,0,0.0,"Land principally occupied by agriculture, with significant areas of natural vegetation",996,0.6434583014537107,0.8443775100401606,0.7303517151541468,0.7690870041550322,841,466,155,689
clean,fusion_shuf,0,0.0,Marine waters,116,0.95,0.9827586206896551,0.9661016949152542,0.9955518648799244,114,6,2,2029
clean,fusion_shuf,0,0.0,Mixed forest,1214,0.7357197258187357,0.7957166392092258,0.7645429362880887,0.8140869282302414,966,347,248,590
clean,fusion_shuf,0,0.0,Pastures,916,0.6984536082474226,0.5917030567685589,0.640661938534279,0.7287777720633257,542,234,374,1001
clean,fusion_shuf,0,0.0,"Transitional woodland, shrub",885,0.5559380378657487,0.3649717514124294,0.4406548431105048,0.5406250936364119,323,258,562,1008
clean,fusion_shuf,0,0.0,Urban fabric,265,0.5895953757225434,0.3849056603773585,0.4657534246575342,0.513046998946543,102,71,163,1815
clean,fusion_shuf,0,0.2,Arable land,883,0.6868978805394991,0.8074745186862967,0.7423217074440396,0.8256267869546112,713,325,170,943
clean,fusion_shuf,0,0.2,Broad-leaved forest,511,0.5979899497487438,0.2328767123287671,0.3352112676056338,0.47159095631564013,119,80,392,1560
clean,fusion_shuf,0,0.2,Complex cultivation patterns,1172,0.6664677804295943,0.9530716723549488,0.7844101123595506,0.8321376532540934,1117,559,55,420
clean,fusion_shuf,0,0.2,Coniferous forest,1193,0.7733433734939759,0.8608549874266554,0.8147560491868306,0.9140290951393346,1027,301,166,657
clean,fusion_shuf,0,0.2,Inland waters,379,0.19621749408983452,0.8759894459102903,0.32061805890873973,0.4028201357849685,332,1360,47,412
clean,fusion_shuf,0,0.2,"Land principally occupied by agriculture, with significant areas of natural vegetation",996,0.5913272010512484,0.9036144578313253,0.7148530579825259,0.7660538420369698,900,622,96,533
clean,fusion_shuf,0,0.2,Marine waters,116,0.9557522123893806,0.9310344827586207,0.9432314410480349,0.9947687085267279,108,5,8,2030
clean,fusion_shuf,0,0.2,Mixed forest,1214,0.7204836415362731,0.8344316309719935,0.7732824427480917,0.815201577959834,1013,393,201,544
clean,fusion_shuf,0,0.2,Pastures,916,0.8138297872340425,0.33406113537117904,0.47368421052631576,0.7166718575983235,306,70,610,1165
clean,fusion_shuf,0,0.2,"Transitional woodland, shrub",885,0.6338028169014085,0.05084745762711865,0.09414225941422594,0.5506693420315926,45,26,840,1240
clean,fusion_shuf,0,0.2,Urban fabric,265,0.4551083591331269,0.5547169811320755,0.5,0.5294170768267628,147,176,118,1710
clean,fusion_shuf,0,0.4,Arable land,883,0.7040816326530612,0.7814269535673839,0.7407407407407407,0.8166016094582733,690,290,193,978
clean,fusion_shuf,0,0.4,Broad-leaved forest,511,0.6901408450704225,0.0958904109589041,0.16838487972508592,0.45032468899792,49,22,462,1618
clean,fusion_shuf,0,0.4,Complex cultivation patterns,1172,0.6687078995713411,0.931740614334471,0.7786096256684492,0.8217674591477642,1092,541,80,438
clean,fusion_shuf,0,0.4,Coniferous forest,1193,0.7050067658998647,0.8734283319362951,0.7802321228004493,0.8977215977948606,1042,436,151,522
clean,fusion_shuf,0,0.4,Inland waters,379,0.18605927552140505,0.8944591029023746,0.30804179918218993,0.21150557274463366,339,1483,40,289
clean,fusion_shuf,0,0.4,"Land principally occupied by agriculture, with significant areas of natural vegetation",996,0.6091370558375635,0.8433734939759037,0.7073684210526315,0.743405912182556,840,539,156,616
clean,fusion_shuf,0,0.4,Marine waters,116,0.9145299145299145,0.9224137931034483,0.9184549356223176,0.9893792709899432,107,10,9,2025
clean,fusion_shuf,0,0.4,Mixed forest,1214,0.6991327551701134,0.8632619439868204,0.7725764835974935,0.7992163036310038,1048,451,166,486
clean,fusion_shuf,0,0.4,Pastures,916,0.926829268292683,0.04148471615720524,0.0794148380355277,0.6776987730819523,38,3,878,1232
clean,fusion_shuf,0,0.4,"Transitional woodland, shrub",885,0.5,0.0011299435028248588,0.002254791431792559,0.5352545747470776,1,1,884,1265
clean,fusion_shuf,0,0.4,Urban fabric,265,0.4525993883792049,0.5584905660377358,0.5,0.513194752220177,148,179,117,1707
clean,fusion_shuf,0,0.6,Arable land,883,0.7254196642685852,0.6851642129105323,0.704717530576587,0.7992399818701311,605,229,278,1039
clean,fusion_shuf,0,0.6,Broad-leaved forest,511,0.6666666666666666,0.003913894324853229,0.007782101167315175,0.4068640806271379,2,1,509,1639
clean,fusion_shuf,0,0.6,Complex cultivation patterns,1172,0.7194533762057878,0.7636518771331058,0.7408940397350994,0.7836557174241953,895,349,277,630
clean,fusion_shuf,0,0.6,Coniferous forest,1193,0.6242707117852976,0.8968985750209556,0.7361541107671139,0.874249676163876,1070,644,123,314
clean,fusion_shuf,0,0.6,Inland waters,379,0.18136986301369862,0.8733509234828496,0.3003629764065336,0.1731324201296333,331,1494,48,278
clean,fusion_shuf,0,0.6,"Land principally occupied by agriculture, with significant areas of natural vegetation",996,0.6893840104849279,0.5281124497991968,0.5980670835702103,0.7061494941581237,526,237,470,918
clean,fusion_shuf,0,0.6,Marine waters,116,0.8359375,0.9224137931034483,0.8770491803278688,0.9744173199165532,107,21,9,2014
clean,fusion_shuf,0,0.6,Mixed forest,1214,0.6718075262183837,0.8970345963756178,0.7682539682539683,0.7597284764993067,1089,532,125,405
clean,fusion_shuf,0,0.6,Pastures,916,0.0,0.0,0.0,0.6039977263400281,0,0,916,1235
clean,fusion_shuf,0,0.6,"Transitional woodland, shrub",885,0.0,0.0,0.0,0.5308961233132843,0,0,885,1266
clean,fusion_shuf,0,0.6,Urban fabric,265,0.41776315789473684,0.47924528301886793,0.44639718804920914,0.4468053083198669,127,177,138,1709
clean,fusion_shuf,0,0.8,Arable land,883,0.7944444444444444,0.16194790486976218,0.26904985888993416,0.6747550448608515,143,37,740,1231
clean,fusion_shuf,0,0.8,Broad-leaved forest,511,0.0,0.0,0.0,0.29445335565136244,0,0,511,1640
clean,fusion_shuf,0,0.8,Complex cultivation patterns,1172,0.6094420600858369,0.12116040955631399,0.20213523131672598,0.6782726865622171,142,91,1030,888
clean,fusion_shuf,0,0.8,Coniferous forest,1193,0.5893347993402969,0.8985750209555742,0.7118193891102258,0.8337664140716883,1072,747,121,211
clean,fusion_shuf,0,0.8,Inland waters,379,0.164407778432528,0.7361477572559367,0.26878612716763006,0.16282527590349094,279,1418,100,354
clean,fusion_shuf,0,0.8,"Land principally occupied by agriculture, with significant areas of natural vegetation",996,0.5714285714285714,0.012048192771084338,0.02359882005899705,0.572958960974632,12,9,984,1146
clean,fusion_shuf,0,0.8,Marine waters,116,0.2049808429118774,0.9224137931034483,0.335423197492163,0.9042344711974719,107,415,9,1620
clean,fusion_shuf,0,0.8,Mixed forest,1214,0.6647286821705426,0.8476112026359144,0.7451122375090514,0.7385883693800767,1029,519,185,418
clean,fusion_shuf,0,0.8,Pastures,916,0.0,0.0,0.0,0.5392940154011143,0,0,916,1235
clean,fusion_shuf,0,0.8,"Transitional woodland, shrub",885,0.0,0.0,0.0,0.49332597244493903,0,0,885,1266
clean,fusion_shuf,0,0.8,Urban fabric,265,0.5402298850574713,0.17735849056603772,0.26704545454545453,0.33873606514169596,47,40,218,1846
clean,fusion_shuf,0,1.0,Arable land,883,0.0,0.0,0.0,0.42859986135841655,0,0,883,1268
clean,fusion_shuf,0,1.0,Broad-leaved forest,511,0.0,0.0,0.0,0.22976444384978115,0,0,511,1640
clean,fusion_shuf,0,1.0,Complex cultivation patterns,1172,1.0,0.002559726962457338,0.005106382978723404,0.5428252691636671,3,0,1169,979
clean,fusion_shuf,0,1.0,Coniferous forest,1193,0.0,0.0,0.0,0.5749432175601839,0,0,1193,958
clean,fusion_shuf,0,1.0,Inland waters,379,0.0,0.0,0.0,0.1811573894535723,0,0,379,1772
clean,fusion_shuf,0,1.0,"Land principally occupied by agriculture, with significant areas of natural vegetation",996,0.0,0.0,0.0,0.46019654105760277,0,0,996,1155
clean,fusion_shuf,0,1.0,Marine waters,116,0.0524987380111055,0.896551724137931,0.09918931807343824,0.05402150288214059,104,1877,12,158
clean,fusion_shuf,0,1.0,Mixed forest,1214,0.0,0.0,0.0,0.5666728395973815,0,0,1214,937
clean,fusion_shuf,0,1.0,Pastures,916,0.0,0.0,0.0,0.4171975119197849,0,0,916,1235
clean,fusion_shuf,0,1.0,"Transitional woodland, shrub",885,0.0,0.0,0.0,0.41001700615023096,0,0,885,1266
clean,fusion_shuf,0,1.0,Urban fabric,265,0.0,0.0,0.0,0.12774753960735485,0,0,265,1886
clean,sar,0,0.0,Arable land,883,0.6350093109869647,0.7723669309173273,0.6969851814001022,0.7041813160956333,682,392,201,876
clean,sar,0,0.0,Broad-leaved forest,511,0.48704663212435234,0.18395303326810175,0.26704545454545453,0.4201071555213777,94,99,417,1541
clean,sar,0,0.0,Complex cultivation patterns,1172,0.7259887005649718,0.8771331058020477,0.794435857805255,0.8273871105626165,1028,388,144,591
clean,sar,0,0.0,Coniferous forest,1193,0.8302411873840445,0.7502095557418273,0.7881990312637605,0.9005311506377482,895,183,298,775
clean,sar,0,0.0,Inland waters,379,0.7761627906976745,0.7044854881266491,0.7385892116182573,0.7890829215248413,267,77,112,1695
clean,sar,0,0.0,"Land principally occupied by agriculture, with significant areas of natural vegetation",996,0.6629778672032193,0.6616465863453815,0.6623115577889447,0.6917150612341623,659,335,337,820
clean,sar,0,0.0,Marine waters,116,0.943089430894309,1.0,0.9707112970711297,0.9999999999999998,116,7,0,2028
clean,sar,0,0.0,Mixed forest,1214,0.7131445170660857,0.8088962108731467,0.7580084909301428,0.7975941105343733,982,395,232,542
clean,sar,0,0.0,Pastures,916,0.6870748299319728,0.2205240174672489,0.3338842975206612,0.6485982296945673,202,92,714,1143
clean,sar,0,0.0,"Transitional woodland, shrub",885,0.5784883720930233,0.2248587570621469,0.32384052074857606,0.5337057458494016,199,145,686,1121
clean,sar,0,0.0,Urban fabric,265,0.7123287671232876,0.19622641509433963,0.3076923076923077,0.4511408014444886,52,21,213,1865
clean,sar,0,0.2,Arable land,883,0.6350093109869647,0.7723669309173273,0.6969851814001022,0.7041813160956333,682,392,201,876
clean,sar,0,0.2,Broad-leaved forest,511,0.48704663212435234,0.18395303326810175,0.26704545454545453,0.4201071555213777,94,99,417,1541
clean,sar,0,0.2,Complex cultivation patterns,1172,0.7259887005649718,0.8771331058020477,0.794435857805255,0.8273871105626165,1028,388,144,591
clean,sar,0,0.2,Coniferous forest,1193,0.8302411873840445,0.7502095557418273,0.7881990312637605,0.9005311506377482,895,183,298,775
clean,sar,0,0.2,Inland waters,379,0.7761627906976745,0.7044854881266491,0.7385892116182573,0.7890829215248413,267,77,112,1695
clean,sar,0,0.2,"Land principally occupied by agriculture, with significant areas of natural vegetation",996,0.6629778672032193,0.6616465863453815,0.6623115577889447,0.6917150612341623,659,335,337,820
clean,sar,0,0.2,Marine waters,116,0.943089430894309,1.0,0.9707112970711297,0.9999999999999998,116,7,0,2028
clean,sar,0,0.2,Mixed forest,1214,0.7131445170660857,0.8088962108731467,0.7580084909301428,0.7975941105343733,982,395,232,542
clean,sar,0,0.2,Pastures,916,0.6870748299319728,0.2205240174672489,0.3338842975206612,0.6485982296945673,202,92,714,1143
clean,sar,0,0.2,"Transitional woodland, shrub",885,0.5784883720930233,0.2248587570621469,0.32384052074857606,0.5337057458494016,199,145,686,1121
clean,sar,0,0.2,Urban fabric,265,0.7123287671232876,0.19622641509433963,0.3076923076923077,0.4511408014444886,52,21,213,1865
clean,sar,0,0.4,Arable land,883,0.6350093109869647,0.7723669309173273,0.6969851814001022,0.7041813160956333,682,392,201,876
clean,sar,0,0.4,Broad-leaved forest,511,0.48704663212435234,0.18395303326810175,0.26704545454545453,0.4201071555213777,94,99,417,1541
clean,sar,0,0.4,Complex cultivation patterns,1172,0.7259887005649718,0.8771331058020477,0.794435857805255,0.8273871105626165,1028,388,144,591
clean,sar,0,0.4,Coniferous forest,1193,0.8302411873840445,0.7502095557418273,0.7881990312637605,0.9005311506377482,895,183,298,775
clean,sar,0,0.4,Inland waters,379,0.7761627906976745,0.7044854881266491,0.7385892116182573,0.7890829215248413,267,77,112,1695
clean,sar,0,0.4,"Land principally occupied by agriculture, with significant areas of natural vegetation",996,0.6629778672032193,0.6616465863453815,0.6623115577889447,0.6917150612341623,659,335,337,820
clean,sar,0,0.4,Marine waters,116,0.943089430894309,1.0,0.9707112970711297,0.9999999999999998,116,7,0,2028
clean,sar,0,0.4,Mixed forest,1214,0.7131445170660857,0.8088962108731467,0.7580084909301428,0.7975941105343733,982,395,232,542
clean,sar,0,0.4,Pastures,916,0.6870748299319728,0.2205240174672489,0.3338842975206612,0.6485982296945673,202,92,714,1143
clean,sar,0,0.4,"Transitional woodland, shrub",885,0.5784883720930233,0.2248587570621469,0.32384052074857606,0.5337057458494016,199,145,686,1121
clean,sar,0,0.4,Urban fabric,265,0.7123287671232876,0.19622641509433963,0.3076923076923077,0.4511408014444886,52,21,213,1865
clean,sar,0,0.6,Arable land,883,0.6350093109869647,0.7723669309173273,0.6969851814001022,0.7041813160956333,682,392,201,876
clean,sar,0,0.6,Broad-leaved forest,511,0.48704663212435234,0.18395303326810175,0.26704545454545453,0.4201071555213777,94,99,417,1541
clean,sar,0,0.6,Complex cultivation patterns,1172,0.7259887005649718,0.8771331058020477,0.794435857805255,0.8273871105626165,1028,388,144,591
clean,sar,0,0.6,Coniferous forest,1193,0.8302411873840445,0.7502095557418273,0.7881990312637605,0.9005311506377482,895,183,298,775
clean,sar,0,0.6,Inland waters,379,0.7761627906976745,0.7044854881266491,0.7385892116182573,0.7890829215248413,267,77,112,1695
clean,sar,0,0.6,"Land principally occupied by agriculture, with significant areas of natural vegetation",996,0.6629778672032193,0.6616465863453815,0.6623115577889447,0.6917150612341623,659,335,337,820
clean,sar,0,0.6,Marine waters,116,0.943089430894309,1.0,0.9707112970711297,0.9999999999999998,116,7,0,2028
clean,sar,0,0.6,Mixed forest,1214,0.7131445170660857,0.8088962108731467,0.7580084909301428,0.7975941105343733,982,395,232,542
clean,sar,0,0.6,Pastures,916,0.6870748299319728,0.2205240174672489,0.3338842975206612,0.6485982296945673,202,92,714,1143
clean,sar,0,0.6,"Transitional woodland, shrub",885,0.5784883720930233,0.2248587570621469,0.32384052074857606,0.5337057458494016,199,145,686,1121
clean,sar,0,0.6,Urban fabric,265,0.7123287671232876,0.19622641509433963,0.3076923076923077,0.4511408014444886,52,21,213,1865
clean,sar,0,0.8,Arable land,883,0.6350093109869647,0.7723669309173273,0.6969851814001022,0.7041813160956333,682,392,201,876
clean,sar,0,0.8,Broad-leaved forest,511,0.48704663212435234,0.18395303326810175,0.26704545454545453,0.4201071555213777,94,99,417,1541
clean,sar,0,0.8,Complex cultivation patterns,1172,0.7259887005649718,0.8771331058020477,0.794435857805255,0.8273871105626165,1028,388,144,591
clean,sar,0,0.8,Coniferous forest,1193,0.8302411873840445,0.7502095557418273,0.7881990312637605,0.9005311506377482,895,183,298,775
clean,sar,0,0.8,Inland waters,379,0.7761627906976745,0.7044854881266491,0.7385892116182573,0.7890829215248413,267,77,112,1695
clean,sar,0,0.8,"Land principally occupied by agriculture, with significant areas of natural vegetation",996,0.6629778672032193,0.6616465863453815,0.6623115577889447,0.6917150612341623,659,335,337,820
clean,sar,0,0.8,Marine waters,116,0.943089430894309,1.0,0.9707112970711297,0.9999999999999998,116,7,0,2028
clean,sar,0,0.8,Mixed forest,1214,0.7131445170660857,0.8088962108731467,0.7580084909301428,0.7975941105343733,982,395,232,542
clean,sar,0,0.8,Pastures,916,0.6870748299319728,0.2205240174672489,0.3338842975206612,0.6485982296945673,202,92,714,1143
clean,sar,0,0.8,"Transitional woodland, shrub",885,0.5784883720930233,0.2248587570621469,0.32384052074857606,0.5337057458494016,199,145,686,1121
clean,sar,0,0.8,Urban fabric,265,0.7123287671232876,0.19622641509433963,0.3076923076923077,0.4511408014444886,52,21,213,1865
clean,sar,0,1.0,Arable land,883,0.6350093109869647,0.7723669309173273,0.6969851814001022,0.7041813160956333,682,392,201,876
clean,sar,0,1.0,Broad-leaved forest,511,0.48704663212435234,0.18395303326810175,0.26704545454545453,0.4201071555213777,94,99,417,1541
clean,sar,0,1.0,Complex cultivation patterns,1172,0.7259887005649718,0.8771331058020477,0.794435857805255,0.8273871105626165,1028,388,144,591
clean,sar,0,1.0,Coniferous forest,1193,0.8302411873840445,0.7502095557418273,0.7881990312637605,0.9005311506377482,895,183,298,775
clean,sar,0,1.0,Inland waters,379,0.7761627906976745,0.7044854881266491,0.7385892116182573,0.7890829215248413,267,77,112,1695
clean,sar,0,1.0,"Land principally occupied by agriculture, with significant areas of natural vegetation",996,0.6629778672032193,0.6616465863453815,0.6623115577889447,0.6917150612341623,659,335,337,820
clean,sar,0,1.0,Marine waters,116,0.943089430894309,1.0,0.9707112970711297,0.9999999999999998,116,7,0,2028
clean,sar,0,1.0,Mixed forest,1214,0.7131445170660857,0.8088962108731467,0.7580084909301428,0.7975941105343733,982,395,232,542
clean,sar,0,1.0,Pastures,916,0.6870748299319728,0.2205240174672489,0.3338842975206612,0.6485982296945673,202,92,714,1143
clean,sar,0,1.0,"Transitional woodland, shrub",885,0.5784883720930233,0.2248587570621469,0.32384052074857606,0.5337057458494016,199,145,686,1121
clean,sar,0,1.0,Urban fabric,265,0.7123287671232876,0.19622641509433963,0.3076923076923077,0.4511408014444886,52,21,213,1865
degraded,optical,0,0.0,Arable land,883,0.7755102040816326,0.7746319365798414,0.775070821529745,0.8635169964801132,684,198,199,1070
degraded,optical,0,0.0,Broad-leaved forest,511,0.5057736720554272,0.42857142857142855,0.4639830508474576,0.5328666601621211,219,214,292,1426
degraded,optical,0,0.0,Complex cultivation patterns,1172,0.7611510791366907,0.9027303754266212,0.8259172521467604,0.8658121617481291,1058,332,114,647
degraded,optical,0,0.0,Coniferous forest,1193,0.8967441860465116,0.8080469404861693,0.8500881834215167,0.9462979735074623,964,111,229,847
degraded,optical,0,0.0,Inland waters,379,0.9182389937106918,0.38522427440633245,0.5427509293680297,0.7464074090396472,146,13,233,1759
degraded,optical,0,0.0,"Land principally occupied by agriculture, with significant areas of natural vegetation",996,0.7061032863849765,0.7550200803212851,0.7297428432799612,0.7889575478810286,752,313,244,842
degraded,optical,0,0.0,Marine waters,116,1.0,1.0,1.0,0.9999999999999997,116,0,0,2035
degraded,optical,0,0.0,Mixed forest,1214,0.7301136363636364,0.8467874794069192,0.7841342486651411,0.8468689905352648,1028,380,186,557
degraded,optical,0,0.0,Pastures,916,0.7194968553459119,0.6244541484716157,0.668614845119813,0.7746000926875424,572,223,344,1012
degraded,optical,0,0.0,"Transitional woodland, shrub",885,0.6160164271047228,0.3389830508474576,0.43731778425655976,0.5687703431079237,300,187,585,1079
degraded,optical,0,0.0,Urban fabric,265,0.625,0.41509433962264153,0.4988662131519274,0.5695666280310047,110,66,155,1820
degraded,optical,0,0.2,Arable land,883,0.7653631284916201,0.7757644394110985,0.7705286839145107,0.851473757383803,685,210,198,1058
degraded,optical,0,0.2,Broad-leaved forest,511,0.5176767676767676,0.40117416829745595,0.4520396912899669,0.5199865179738471,205,191,306,1449
degraded,optical,0,0.2,Complex cultivation patterns,1172,0.7687776141384389,0.8907849829351536,0.825296442687747,0.8583887116530391,1044,314,128,665
degraded,optical,0,0.2,Coniferous forest,1193,0.8780269058295964,0.8206202849958089,0.8483535528596187,0.9434719127954293,979,136,214,822
degraded,optical,0,0.2,Inland waters,379,0.8352941176470589,0.37467018469656993,0.517304189435337,0.6590181319321763,142,28,237,1744
degraded,optical,0,0.2,"Land principally occupied by agriculture, with significant areas of natural vegetation",996,0.7174129353233831,0.7238955823293173,0.7206396801599201,0.7828689572300745,721,284,275,871
degraded,optical,0,0.2,Marine waters,116,0.9914529914529915,1.0,0.9957081545064378,0.9999999999999998,116,1,0,2034
degraded,optical,0,0.2,Mixed forest,1214,0.7332848837209303,0.8311367380560132,0.7791505791505792,0.8494151717960442,1009,367,205,570
degraded,optical,0,0.2,Pastures,916,0.7245179063360881,0.574235807860262,0.6406820950060901,0.7621400707500448,526,200,390,1035
degraded,optical,0,0.2,"Transitional woodland, shrub",885,0.6309751434034416,0.3728813559322034,0.46875,0.5719725969451454,330,193,555,1073
degraded,optical,0,0.2,Urban fabric,265,0.6196319018404908,0.38113207547169814,0.4719626168224299,0.556626950607422,101,62,164,1824
degraded,optical,0,0.4,Arable land,883,0.749438202247191,0.7553793884484711,0.7523970671178793,0.8414024834394968,667,223,216,1045
degraded,optical,0,0.4,Broad-leaved forest,511,0.5087719298245614,0.3972602739726027,0.4461538461538462,0.5130232511456408,203,196,308,1444
degraded,optical,0,0.4,Complex cultivation patterns,1172,0.7585954645208486,0.8848122866894198,0.8168570303269004,0.8531130236924663,1037,330,135,649
degraded,optical,0,0.4,Coniferous forest,1193,0.8848987108655617,0.8055322715842415,0.8433523475208424,0.9373116480642179,961,125,232,833
degraded,optical,0,0.4,Inland waters,379,0.852760736196319,0.36675461741424803,0.5129151291512916,0.6520789517438308,139,24,240,1748
degraded,optical,0,0.4,"Land principally occupied by agriculture, with significant areas of natural vegetation",996,0.7093596059113301,0.7228915662650602,0.7160616608652411,0.7756949797313156,720,295,276,860
degraded,optical,0,0.4,Marine waters,116,0.9747899159663865,1.0,0.9872340425531915,0.9999999999999997,116,3,0,2032
degraded,optical,0,0.4,Mixed forest,1214,0.7286027798098025,0.8204283360790774,0.771793878341728,0.8409372294243946,996,371,218,566
degraded,optical,0,0.4,Pastures,916,0.7219973009446694,0.584061135371179,0.6457453228726614,0.7607836611459462,535,206,381,1029
degraded,optical,0,0.4,"Transitional woodland, shrub",885,0.5851063829787234,0.3728813559322034,0.4554865424430642,0.5656901556320044,330,234,555,1032
degraded,optical,0,0.4,Urban fabric,265,0.6301369863013698,0.3471698113207547,0.44768856447688565,0.5448237486283275,92,54,173,1832
degraded,optical,0,0.6,Arable land,883,0.7522935779816514,0.7429218573046432,0.7475783475783476,0.8266171127641269,656,216,227,1052
degraded,optical,0,0.6,Broad-leaved forest,511,0.503957783641161,0.37377690802348335,0.42921348314606744,0.4990636157978515,191,188,320,1452
degraded,optical,0,0.6,Complex cultivation patterns,1172,0.740990990990991,0.8421501706484642,0.7883386581469649,0.841961797497965,987,345,185,634
degraded,optical,0,0.6,Coniferous forest,1193,0.8690036900369004,0.7896060352053647,0.8274044795783926,0.9282001339984992,942,142,251,816
degraded,optical,0,0.6,Inland waters,379,0.8571428571428571,0.3324538258575198,0.4790874524714829,0.6363044752965725,126,21,253,1751
degraded,optical,0,0.6,"Land principally occupied by agriculture, with significant areas of natural vegetation",996,0.6922320550639135,0.7068273092369478,0.6994535519125683,0.7593894819019126,704,313,292,842
degraded,optical,0,0.6,Marine waters,116,0.9586776859504132,1.0,0.9789029535864979,0.9999999999999999,116,5,0,2030
degraded,optical,0,0.6,Mixed forest,1214,0.7301587301587301,0.7957166392092258,0.7615293653921955,0.8133775304423697,966,357,248,580
degraded,optical,0,0.6,Pastures,916,0.6937984496124031,0.5862445414847162,0.6355029585798817,0.7287753563488817,537,237,379,998
degraded,optical,0,0.6,"Transitional woodland, shrub",885,0.573109243697479,0.38531073446327685,0.4608108108108108,0.5621909214879186,341,254,544,1012
degraded,optical,0,0.6,Urban fabric,265,0.6347826086956522,0.27547169811320754,0.38421052631578945,0.49533122510176636,73,42,192,1844
degraded,optical,0,0.8,Arable land,883,0.6566077003121749,0.7146092865232163,0.6843817787418656,0.7627702798037841,631,330,252,938
degraded,optical,0,0.8,Broad-leaved forest,511,0.5077881619937694,0.31898238747553814,0.3918269230769231,0.4677841879722662,163,158,348,1482
degraded,optical,0,0.8,Complex cultivation patterns,1172,0.7075405214940098,0.856655290102389,0.7749903512157468,0.8151305411422654,1004,415,168,564
degraded,optical,0,0.8,Coniferous forest,1193,0.878391959798995,0.732606873428332,0.7989031078610603,0.906744247685037,874,121,319,837
degraded,optical,0,0.8,Inland waters,379,0.8581560283687943,0.31926121372031663,0.4653846153846154,0.5872738802648221,121,20,258,1752
degraded,optical,0,0.8,"Land principally occupied by agriculture, with significant areas of natural vegetation",996,0.6722113502935421,0.6897590361445783,0.6808721506442021,0.7287525251488991,687,335,309,820
degraded,optical,0,0.8,Marine waters,116,0.9354838709677419,1.0,0.9666666666666667,0.9999999999999997,116,8,0,2027
degraded,optical,0,0.8,Mixed forest,1214,0.728538283062645,0.7759472817133443,0.751495811727164,0.7972512903446196,942,351,272,586
degraded,optical,0,0.8,Pastures,916,0.6853625170998632,0.5469432314410481,0.6083788706739527,0.7137728373274601,501,230,415,1005
degraded,optical,0,0.8,"Transitional woodland, shrub",885,0.5845410628019324,0.1367231638418079,0.2216117216117216,0.5211845437202884,121,86,764,1180
degraded,optical,0,0.8,Urban fabric,265,0.5760869565217391,0.2,0.2969187675070028,0.3713643338061957,53,39,212,1847
degraded,optical,0,1.0,Arable land,883,0.0,0.0,0.0,0.4105067410506741,0,0,883,1268
degraded,optical,0,1.0,Broad-leaved forest,511,0.0,0.0,0.0,0.23756392375639238,0,0,511,1640
degraded,optical,0,1.0,Complex cultivation patterns,1172,0.0,0.0,0.0,0.5448628544862855,0,0,1172,979
degraded,optical,0,1.0,Coniferous forest,1193,0.0,0.0,0.0,0.5546257554625755,0,0,1193,958
degraded,optical,0,1.0,Inland waters,379,0.0,0.0,0.0,0.17619711761971177,0,0,379,1772
degraded,optical,0,1.0,"Land principally occupied by agriculture, with significant areas of natural vegetation",996,0.0,0.0,0.0,0.4630404463040446,0,0,996,1155
degraded,optical,0,1.0,Marine waters,116,0.05392840539284054,1.0,0.1023378914865461,0.05392840539284054,116,2035,0,0
degraded,optical,0,1.0,Mixed forest,1214,0.0,0.0,0.0,0.5643886564388656,0,0,1214,937
degraded,optical,0,1.0,Pastures,916,0.0,0.0,0.0,0.4258484425848443,0,0,916,1235
degraded,optical,0,1.0,"Transitional woodland, shrub",885,0.0,0.0,0.0,0.41143654114365413,0,0,885,1266
degraded,optical,0,1.0,Urban fabric,265,0.0,0.0,0.0,0.12319851231985124,0,0,265,1886
