variant,regime,seed,test_level,class,support,precision,recall,f1,average_precision,tp,fp,fn,tn
ed_residual,ed_r2,0,0.8,Coniferous forest,1193,0.9034028540065862,0.6898575020955574,0.782319391634981,0.9050474113983791,823,88,370,870
ed_residual,ed_r2,0,0.8,Inland waters,379,0.9267015706806283,0.46701846965699206,0.6210526315789474,0.7509595356479892,177,14,202,1758
ed_residual,ed_r2,0,0.8,"Land principally occupied by agriculture, with significant areas of natural vegetation",996,0.673828125,0.6927710843373494,0.6831683168316832,0.7269450160207804,690,334,306,821
ed_residual,ed_r2,0,0.8,Marine waters,116,0.9354838709677419,1.0,0.9666666666666667,0.9999999999999997,116,8,0,2027
ed_residual,ed_r2,0,0.8,Mixed forest,1214,0.7495755517826825,0.7273476112026359,0.7382943143812709,0.7994986459070905,883,295,331,642
ed_residual,ed_r2,0,0.8,Pastures,916,0.6744505494505495,0.5360262008733624,0.597323600973236,0.7088982642735988,491,237,425,998
ed_residual,ed_r2,0,0.8,"Transitional woodland, shrub",885,0.5972696245733788,0.1977401129943503,0.29711375212224106,0.5305206247788691,175,118,710,1148
ed_residual,ed_r2,0,0.8,Urban fabric,265,0.5116279069767442,0.1660377358490566,0.25071225071225073,0.35692503253830665,44,42,221,1844
ed_residual,ed_r2,0,1.0,Arable land,883,0.0,0.0,0.0,0.5844043761516238,0,0,883,1268
ed_residual,ed_r2,0,1.0,Broad-leaved forest,511,0.0,0.0,0.0,0.20871393277029976,0,0,511,1640
ed_residual,ed_r2,0,1.0,Complex cultivation patterns,1172,0.0,0.0,0.0,0.5026967269609566,0,0,1172,979
ed_residual,ed_r2,0,1.0,Coniferous forest,1193,0.0,0.0,0.0,0.5115478699222309,0,0,1193,958
ed_residual,ed_r2,0,1.0,Inland waters,379,0.0,0.0,0.0,0.4538869439432108,0,0,379,1772
ed_residual,ed_r2,0,1.0,"Land principally occupied by agriculture, with significant areas of natural vegetation",996,0.0,0.0,0.0,0.39728344077328104,0,0,996,1155
ed_residual,ed_r2,0,1.0,Marine waters,116,0.05392840539284054,1.0,0.1023378914865461,0.7483870967741936,116,2035,0,0
ed_residual,ed_r2,0,1.0,Mixed forest,1214,0.0,0.0,0.0,0.6115726791269651,0,0,1214,937
